bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
BILAL2020113194;Big Data with deep learning for benchmarking profitability performance in project tendering;Muhammad Bilal and Lukumon O. Oyedele;Expert Systems with Applications;2020;Science@Direct;113194;147;;article;https://doi.org/10.1016/j.eswa.2020.113194;http://www.sciencedirect.com/science/article/pii/S0957417420300208;;;Big Data, Project tendering, Text mining, Deep learning, Benchmarking KPIs;;0957-4174;;;;44069,72072;44069,72072;sobreiro;;Unclassified;
KAUSHAL2018423;Soft Computing based object detection and tracking approaches: State-of-the-Art survey;Manisha Kaushal and Baljit S. Khehra and Akashdeep Sharma;Applied Soft Computing;2018;Science@Direct;423 - 464;70;;article;https://doi.org/10.1016/j.asoc.2018.05.023;http://www.sciencedirect.com/science/article/pii/S1568494618302965;;;Soft computing, Object detection and tracking, Neural network and deep learning, Fuzzy logic, Evolutionary algorithms;;1568-4946;;;;44069,72072;44069,72072;sobreiro;;Unclassified;
20162;Abstracts;;Fuel and Energy Abstracts;2016;Science@Direct;2 - 78;57;;article;https://doi.org/10.1016/j.fueleneab.2015.12.002;;;;;;0140-6701;;;;44069,72072;44069,72072;sobreiro;;Unclassified;
Alboukaey2020;Dynamic behavior based churn prediction in mobile telecom;Alboukaey, N. and Joukhadar, A. and Ghneim, N.;Expert Systems with Applications;2020;Scopus;;162;;article;10.1016/j.eswa.2020.113779;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088820633&doi=10.1016%2fj.eswa.2020.113779&partnerID=40&md5=f5ff210f542409b9a64a8317147edfd0;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
González2020205;A practical tutorial on bagging and boosting based ensembles for machine learning: Algorithms, software tools, performance study, practical perspectives and opportunities;González, S. and García, S. and Del Ser, J. and Rokach, L. and Herrera, F.;Information Fusion;2020;Scopus;205-237;64;;article;10.1016/j.inffus.2020.07.007;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089214531&doi=10.1016%2fj.inffus.2020.07.007&partnerID=40&md5=cdd28de7fbcae92a8fe92f224df8926d;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Choi2020;Social media analytics and business intelligence research: A systematic review;Choi, J. and Yoon, J. and Chung, J. and Coh, B.-Y. and Lee, J.-M.;Information Processing and Management;2020;Scopus;;57;;article;10.1016/j.ipm.2020.102279;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086513143&doi=10.1016%2fj.ipm.2020.102279&partnerID=40&md5=ef05c7df37c2797fb09b1cfbae7c98aa;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Cho20201183;Instance-based entropy fuzzy support vector machine for imbalanced data;Cho, P. and Lee, M. and Chang, W.;Pattern Analysis and Applications;2020;Scopus;1183-1202;23;;article;10.1007/s10044-019-00851-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074559684&doi=10.1007%2fs10044-019-00851-x&partnerID=40&md5=ce3c320bccb9cab668e4b820ea0fc540;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Guan2020;The Portrait Depiction of the Market Members Based on Data Mining;Guan, J. and Tang, C. and Ou, J.;International Journal of Pattern Recognition and Artificial Intelligence;2020;Scopus;;34;;article;10.1142/S0218001420590247;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074209680&doi=10.1142%2fS0218001420590247&partnerID=40&md5=3adc0fe6beeeca80b0c79eb81ee3442d;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Beggs2020263;A CUSUM tool for retrospectively evaluating team performance: the case of the English Premier League;Beggs, C. and Bond, A.J.;Sport, Business and Management: An International Journal;2020;Scopus;263-289;10;;article;10.1108/SBM-03-2019-0025;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083770285&doi=10.1108%2fSBM-03-2019-0025&partnerID=40&md5=3f0ea9fee83b587d05902cc1a670450b;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Amornvetchayakul2020514;Customer Churn Prediction for a Software-as-a-Service Inventory Management Software Company: A Case Study in Thailand;Amornvetchayakul, P. and Phumchusri, N.;2020 IEEE 7th International Conference on Industrial Engineering and Applications, ICIEA 2020;2020;Scopus;514-518;;;conference;10.1109/ICIEA49774.2020.9102099;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086066217&doi=10.1109%2fICIEA49774.2020.9102099&partnerID=40&md5=006a9bd7f741ce2288a5a402adeae5aa;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Liu20201465;Micro- and macro-level churn analysis of large-scale mobile games;Liu, X. and Xie, M. and Wen, X. and Chen, R. and Ge, Y. and Duffield, N. and Wang, N.;Knowledge and Information Systems;2020;Scopus;1465-1496;62;;article;10.1007/s10115-019-01394-7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071340809&doi=10.1007%2fs10115-019-01394-7&partnerID=40&md5=69c822a79570120254aa0d0a5d8afe03;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
DeCaigny2020;Leveraging fine-grained transaction data for customer life event predictions;De Caigny, A. and Coussement, K. and De Bock, K.W.;Decision Support Systems;2020;Scopus;;130;;article;10.1016/j.dss.2019.113232;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077169316&doi=10.1016%2fj.dss.2019.113232&partnerID=40&md5=3da136e08ed42e3a5aff2d776dba12a3;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Seal2020;Fuzzy c-means clustering using Jeffreys-divergence based similarity measure;Seal, A. and Karlekar, A. and Krejcar, O. and Gonzalo-Martin, C.;Applied Soft Computing Journal;2020;Scopus;;88;;article;10.1016/j.asoc.2019.106016;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076739200&doi=10.1016%2fj.asoc.2019.106016&partnerID=40&md5=64dc265fcfe18f62928c81ab71f31b07;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Sun20205439;A novel approach to generate a large scale of supervised data for short text sentiment analysis;Sun, X. and He, J.;Multimedia Tools and Applications;2020;Scopus;5439-5459;79;;article;10.1007/s11042-018-5748-4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041900911&doi=10.1007%2fs11042-018-5748-4&partnerID=40&md5=892b28eca41da55a0e8be41557956bcf;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Alweshah20201;Water evaporation algorithm with probabilistic neural network for solving classification problems;Alweshah, M. and Ramadan, E. and Ryalat, M.H. and Almi'ani, M. and Hammouri, A.I.;Jordanian Journal of Computers and Information Technology;2020;Scopus;1-15;6;;article;10.5455/jjcit.71-1566466063;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081245234&doi=10.5455%2fjjcit.71-1566466063&partnerID=40&md5=e68272f5f96c8d1c0c07fe5c15d331f4;;;;;;;cited By 3;;44069,72081;44069,72081;sobreiro;;Unclassified;
Li2020749;A Discriminative Approach to Sentiment Classification;Li, G. and Lin, Z. and Wang, H. and Wei, X.;Neural Processing Letters;2020;Scopus;749-758;51;;article;10.1007/s11063-019-10108-7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073933302&doi=10.1007%2fs11063-019-10108-7&partnerID=40&md5=5a7cf255d24d381ad22b61727fc700dc;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Devriendt2020;Why you should stop predicting customer churn and start using uplift models;Devriendt, F. and Berrevoets, J. and Verbeke, W.;Information Sciences;2020;Scopus;;;;article;10.1016/j.ins.2019.12.075;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077973878&doi=10.1016%2fj.ins.2019.12.075&partnerID=40&md5=8fdb7b1e8502ecf7847b9a4f4c70cc02;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Xie2020;Systematic comparisons of customer base prediction accuracy: Pareto/NBD versus neural network;Xie, S.-M. and Huang, C.-Y.;Asia Pacific Journal of Marketing and Logistics;2020;Scopus;;;;article;10.1108/APJML-09-2019-0520;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084464436&doi=10.1108%2fAPJML-09-2019-0520&partnerID=40&md5=f8b7b5e82f9aedacea27c8d6b70f3337;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Routh2020;Estimating customer churn under competing risks;Routh, P. and Roy, A. and Meyer, J.;Journal of the Operational Research Society;2020;Scopus;;;;article;10.1080/01605682.2020.1776166;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089172546&doi=10.1080%2f01605682.2020.1776166&partnerID=40&md5=691c8d7d2bd671b5556b37b3d746385b;;;;;;;cited By 0;;44069,72081;44069,72862;sobreiro;;Duplicated;
Wang202039747;A Comparative Study on Contract Recommendation Model: Using Macao Mobile Phone Datasets;Wang, G. and Wu, N.;IEEE Access;2020;Scopus;39747-39757;8;;article;10.1109/ACCESS.2020.2975029;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081533520&doi=10.1109%2fACCESS.2020.2975029&partnerID=40&md5=41e82463f7476a82da19dc8d194dcfe1;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Libai2020;Brave New World? On AI and the Management of Customer Relationships;Libai, B. and Bart, Y. and Gensler, S. and Hofacker, C.F. and Kaplan, A. and Kötterheinrich, K. and Kroll, E.B.;Journal of Interactive Marketing;2020;Scopus;;;;article;10.1016/j.intmar.2020.04.002;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084706173&doi=10.1016%2fj.intmar.2020.04.002&partnerID=40&md5=d5d27bf41a646b35c3f94741201f65ae;;;;;;;cited By 5;;44069,72081;44069,72081;sobreiro;;Unclassified;
Singh2020355;Multi-objective evolutionary approach for the performance improvement of learners using ensembling feature selection and discretization technique on medical data;Singh, D. and Sisodia, D.S. and Singh, P.;Current Medical Imaging Reviews;2020;Scopus;355-370;16;;article;10.2174/1573405614666180903114534;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083074046&doi=10.2174%2f1573405614666180903114534&partnerID=40&md5=389091326f2eca73c456203a18ee5b44;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Jegierski2020125191;An 'Outside the Box' Solution for Imbalanced Data Classification;Jegierski, H. and Saganowski, S.;IEEE Access;2020;Scopus;125191-125209;8;;article;10.1109/ACCESS.2020.3007801;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088702545&doi=10.1109%2fACCESS.2020.3007801&partnerID=40&md5=854719330c8d155e4330a1afcd79ade3;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Liu20191553;User Classification in Electronic Devices Using Machine Learning Methods;Liu, X. and Wang, W. and Victor Chan, W.K. and Kuan, C.Y. and Lee, J.;IEEE International Conference on Industrial Engineering and Engineering Management;2019;Scopus;1553-1556;;;conference;10.1109/IEEM44572.2019.8978567;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079641913&doi=10.1109%2fIEEM44572.2019.8978567&partnerID=40&md5=cec71abd18f8053fd4efcb4ba73646f8;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Madichetty2019;Disaster damage assessment from the tweets using the combination of statistical features and informative words;Madichetty, S. and Sridevi, M.;Social Network Analysis and Mining;2019;Scopus;;9;;article;10.1007/s13278-019-0579-5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070236946&doi=10.1007%2fs13278-019-0579-5&partnerID=40&md5=a2df568af21e955e0768d0f1dbd7d681;;;;;;;cited By 4;;44069,72081;44069,72081;sobreiro;;Unclassified;
Khodabandelou201912153;Fuzzy neural network with support vector-based learning for classification and regression;Khodabandelou, G. and Ebadzadeh, M.M.;Soft Computing;2019;Scopus;12153-12168;23;;article;10.1007/s00500-019-04116-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067248773&doi=10.1007%2fs00500-019-04116-x&partnerID=40&md5=5ec3e71a8e34aa842a42906366322de4;;;;;;;cited By 2;;44069,72081;44069,72081;sobreiro;;Unclassified;
Khan2019128;Machine learning facilitated business intelligence (Part II): Neural networks optimization techniques and applications;Khan, W.A. and Chung, S.H. and Awan, M.U. and Wen, X.;Industrial Management and Data Systems;2019;Scopus;128-163;120;;article;10.1108/IMDS-06-2019-0351;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077615166&doi=10.1108%2fIMDS-06-2019-0351&partnerID=40&md5=c64130e65da2fb69de0ed50185e7799d;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Wilson2019495;Can artificial neural network models be used to improve the analysis of B2B marketing research data?;Wilson, R.D. and Bettis-Outland, H.;Journal of Business and Industrial Marketing;2019;Scopus;495-507;35;;article;10.1108/JBIM-01-2019-0060;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074881699&doi=10.1108%2fJBIM-01-2019-0060&partnerID=40&md5=dc0e68c0cd0aa22bc48f196df309a6c8;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Guajardo20192808;How Do Usage and Payment Behavior Interact in Rent-to-Own Business Models? Evidence from Developing Economies;Guajardo, J.A.;Production and Operations Management;2019;Scopus;2808-2822;28;;article;10.1111/poms.13067;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070703924&doi=10.1111%2fpoms.13067&partnerID=40&md5=1af2fa95c03d1f41a6ba8e1f9da273e0;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Han2019;Prediction of cooling efficiency of forced-air precooling systems based on optimized differential evolution and improved BP neural network;Han, J.-W. and Li, Q.-X. and Wu, H.-R. and Zhu, H.-J. and Song, Y.-L.;Applied Soft Computing Journal;2019;Scopus;;84;;article;10.1016/j.asoc.2019.105733;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071073925&doi=10.1016%2fj.asoc.2019.105733&partnerID=40&md5=548b459d71047e587e158fc49870aa6f;;;;;;;cited By 2;;44069,72081;44069,72081;sobreiro;;Unclassified;
Rivera-Castro2019326;Topology-based clusterwise regression for user segmentation and demand forecasting;Rivera-Castro, R. and Pletnev, A. and Pilyugina, P. and Diaz, G. and Nazarov, I. and Zhu, W. and Burnaev, E.;Proceedings - 2019 IEEE International Conference on Data Science and Advanced Analytics, DSAA 2019;2019;Scopus;326-336;;;conference;10.1109/DSAA.2019.00048;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079290419&doi=10.1109%2fDSAA.2019.00048&partnerID=40&md5=a529dcdab6f0b94888857038d10b28c7;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Vijaya201910757;An efficient system for customer churn prediction through particle swarm optimization based feature selection model with simulated annealing;Vijaya, J. and Sivasankar, E.;Cluster Computing;2019;Scopus;10757-10768;22;;article;10.1007/s10586-017-1172-1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029590990&doi=10.1007%2fs10586-017-1172-1&partnerID=40&md5=0cdf0762dcb8609b08e03c5d87ee9553;;;;;;;cited By 3;;44069,72081;44069,72081;sobreiro;;Unclassified;
Guitart2019;From non-paying to premium: Predicting user conversion in video games with ensemble learning;Guitart, A. and Tan, S.H. and Río, A.F.D. and Chen, P.P. and Periáñez, A.;ACM International Conference Proceeding Series;2019;Scopus;;;;conference;10.1145/3337722.3341855;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072842573&doi=10.1145%2f3337722.3341855&partnerID=40&md5=7ab6bb4ac1dd678e75391ee273cda1ef;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Yu2019701;Fuzzy One-Class Extreme Auto-encoder;Yu, H. and Sun, D. and Xi, X. and Yang, X. and Zheng, S. and Wang, Q.;Neural Processing Letters;2019;Scopus;701-727;50;;article;10.1007/s11063-018-9952-z;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055966708&doi=10.1007%2fs11063-018-9952-z&partnerID=40&md5=7b024003c6e79fb29a4fd4b500402e57;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
López-Díaz2019453;A criterion for the comparison of binary classifiers based on a stochastic dominance with an application to the sale of home insurances;López-Díaz, M.C. and López-Díaz, M. and Martínez-Fernández, S.;Scandinavian Actuarial Journal;2019;Scopus;453-477;2019;;article;10.1080/03461238.2019.1574237;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068373351&doi=10.1080%2f03461238.2019.1574237&partnerID=40&md5=e50ec70834f1503ab1bdd9808e968fd5;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Ullah2019;Churn Prediction in Banking System using K-Means, LOF, and CBLOF;Ullah, I. and Hussain, H. and Ali, I. and Liaquat, A.;1st International Conference on Electrical, Communication and Computer Engineering, ICECCE 2019;2019;Scopus;;;;conference;10.1109/ICECCE47252.2019.8940667;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078575636&doi=10.1109%2fICECCE47252.2019.8940667&partnerID=40&md5=d05c38951e2c57adfa526f4dce00538c;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Thuseethan2019;Emotion Intensity Estimation from Video Frames using Deep Hybrid Convolutional Neural Networks;Thuseethan, S. and Rajasegarar, S. and Yearwood, J.;Proceedings of the International Joint Conference on Neural Networks;2019;Scopus;;2019-July;;conference;10.1109/IJCNN.2019.8852365;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073194897&doi=10.1109%2fIJCNN.2019.8852365&partnerID=40&md5=3918177413a5683c12e26df3aac75d09;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Aaldering2019301;Analysis of technological knowledge stock and prediction of its future development potential: The case of lithium-ion batteries;Aaldering, L.J. and Leker, J. and Song, C.H.;Journal of Cleaner Production;2019;Scopus;301-311;223;;article;10.1016/j.jclepro.2019.03.174;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063257054&doi=10.1016%2fj.jclepro.2019.03.174&partnerID=40&md5=f7ab6f788078d0cc64dcbe8cabf7a394;;;;;;;cited By 4;;44069,72081;44069,72081;sobreiro;;Unclassified;
Batistič2019229;History, Evolution and Future of Big Data and Analytics: A Bibliometric Analysis of Its Relationship to Performance in Organizations;Batistič, S. and van der Laken, P.;British Journal of Management;2019;Scopus;229-251;30;;article;10.1111/1467-8551.12340;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065444982&doi=10.1111%2f1467-8551.12340&partnerID=40&md5=03b98ce68706bff69349f9f20450870f;;;;;;;cited By 12;;44069,72081;44069,72081;sobreiro;;Unclassified;
Wang2019;Customer Churn Prediction with Feature Embedded Convolutional Neural Network: An Empirical Study in the Internet Funds Industry;Wang, C. and Han, D. and Fan, W. and Liu, Q.;International Journal of Computational Intelligence and Applications;2019;Scopus;;18;;article;10.1142/S1469026819500032;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062899516&doi=10.1142%2fS1469026819500032&partnerID=40&md5=7d2c43300948284dba48078f186fa1ac;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Rahman2019262;Aspect extraction from bangla reviews using convolutional neural network;Rahman, M.A. and Kumar Dey, E.;2018 Joint 7th International Conference on Informatics, Electronics and Vision and 2nd International Conference on Imaging, Vision and Pattern Recognition, ICIEV-IVPR 2018;2019;Scopus;262-267;;;conference;10.1109/ICIEV.2018.8641050;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063238722&doi=10.1109%2fICIEV.2018.8641050&partnerID=40&md5=17d35d4ed90b9927805ce400e40adb11;;;;;;;cited By 2;;44069,72081;44069,72081;sobreiro;;Unclassified;
Chen20192134;Customer Lifetime Value in Video Games Using Deep Learning and Parametric Models;Chen, P.P. and Guitart, A. and Del Río, A.F. and Periáñez, A.;Proceedings - 2018 IEEE International Conference on Big Data, Big Data 2018;2019;Scopus;2134-2140;;;conference;10.1109/BigData.2018.8622151;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062630857&doi=10.1109%2fBigData.2018.8622151&partnerID=40&md5=2c41f56faedecafe34d70abd992c9d99;;;;;;;cited By 6;;44069,72081;44069,72081;sobreiro;;Unclassified;
Di2019681;An Adaptive Pre-clustering Support Vector Machine for Binary Imbalanced Classification;Di, Z. and Yao, S. and Kang, Q. and Zhou, M.;Proceedings - 2018 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2018;2019;Scopus;681-686;;;conference;10.1109/SMC.2018.00124;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062206106&doi=10.1109%2fSMC.2018.00124&partnerID=40&md5=a0f880590ce78b6ceb01da9d986d5a60;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
IsabellaAmali2019170;Comparing and evaluating machine learning algorithms for predicting customer churn in telecommunication industry;Isabella Amali, A. and Arunkumar, R. and Mohan, S.;Journal of Advanced Research in Dynamical and Control Systems;2019;Scopus;170-178;11;;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069461015&partnerID=40&md5=34c642dfee9a1664de92a742d5666d43;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Deng201993;Sampling method based on improved C4.5 decision tree and its application in prediction of telecom customer churn;Deng, W. and Deng, L. and Liu, J. and Qi, J.;International Journal of Information Technology and Management;2019;Scopus;93-109;18;;article;10.1504/IJITM.2019.097887;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062196011&doi=10.1504%2fIJITM.2019.097887&partnerID=40&md5=eaa8b630c9bdcd59fba9ec3fc1e0e0b5;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Li20192575;An efficient noise-filtered ensemble model for customer churn analysis in aviation industry;Li, Y. and Wei, J. and Kang, K. and Wu, Z.;Journal of Intelligent and Fuzzy Systems;2019;Scopus;2575-2585;37;;article;10.3233/JIFS-182807;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072214139&doi=10.3233%2fJIFS-182807&partnerID=40&md5=1410f8cd9e0668e748070ccaf828db74;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Saklani2019252;An experimental analysis of churn prediction techniques on real time datasets;Saklani, S. and Neware, S.;International Journal of Innovative Technology and Exploring Engineering;2019;Scopus;252-257;8;;article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070702397&partnerID=40&md5=dfce8231a806e8f9404f8712a1a85b6c;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Qian2019421;Multi-Class Learning from Label Proportions for Bank Customer Classification;Qian, Y. and Tong, Q. and Wang, B.;Procedia Computer Science;2019;Scopus;421-428;162;;conference;10.1016/j.procs.2019.12.006;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081051572&doi=10.1016%2fj.procs.2019.12.006&partnerID=40&md5=b44c6842d94f4c3614c5d3a1321a460d;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Shintre201972;Making Machine Learning Forget;Shintre, S. and Roundy, K.A. and Dhaliwal, J.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2019;Scopus;72-83;11498 LNCS;;article;10.1007/978-3-030-21752-5_6;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067811385&doi=10.1007%2f978-3-030-21752-5_6&partnerID=40&md5=c13eea269ae35d85f3e45ebee0b8c658;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Tang201929193;A Spammer Identification Method for Class Imbalanced Weibo Datasets;Tang, W. and Ding, Z. and Zhou, M.;IEEE Access;2019;Scopus;29193-29201;7;;article;10.1109/ACCESS.2019.2901756;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064705420&doi=10.1109%2fACCESS.2019.2901756&partnerID=40&md5=e569aab48775c8a962631526d169f656;;;;;;;cited By 8;;44069,72081;44069,72081;sobreiro;;Unclassified;
Kohjima2019605;Variational bayes for mixture models with censored data;Kohjima, M. and Matsubayashi, T. and Toda, H.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2019;Scopus;605-620;11052 LNAI;;article;10.1007/978-3-030-10928-8_36;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061155821&doi=10.1007%2f978-3-030-10928-8_36&partnerID=40&md5=c8234c73325433a2d2b68377f1f9e561;;;;;;;cited By 1;;44069,72081;44069,72081;sobreiro;;Unclassified;
Mutlu20192344;LFit: An unsupervised discretization method based on the Ramer–Douglas–Peucker algorithm;Mutlu, A. and Göz, F. and Akbulut, O.;Turkish Journal of Electrical Engineering and Computer Sciences;2019;Scopus;2344-2360;27;;article;10.3906/elk-1806-192;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065850322&doi=10.3906%2felk-1806-192&partnerID=40&md5=0a227a8aabcd3079f4d74b05a47ed93e;;;;;;;cited By 0;;44069,72081;44069,72081;sobreiro;;Unclassified;
Lai201958;A robust correlation analysis framework for imbalanced and dichotomous data with uncertainty;Lai, C.S. and Tao, Y. and Xu, F. and Ng, W.W.Y. and Jia, Y. and Yuan, H. and Huang, C. and Lai, L.L. and Xu, Z. and Locatelli, G.;Information Sciences;2019;Scopus;58-77;470;;article;10.1016/j.ins.2018.08.017;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052523409&doi=10.1016%2fj.ins.2018.08.017&partnerID=40&md5=9a31d1b09c90d1c93af0e48de0cbb2d6;;;;;;;cited By 14;;44069,72081;44069,72081;sobreiro;;Unclassified;
Vinayakumar201941525;Deep Learning Approach for Intelligent Intrusion Detection System;Vinayakumar, R. and Alazab, M. and Soman, K.P. and Poornachandran, P. and Al-Nemrat, A. and Venkatraman, S.;IEEE Access;2019;Scopus;41525-41550;7;;article;10.1109/ACCESS.2019.2895334;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064860273&doi=10.1109%2fACCESS.2019.2895334&partnerID=40&md5=d193bb54adc9c9e42bce838e977cd7bb;;;;;;;cited By 71;;44069,72081;44069,72081;sobreiro;;Unclassified;
Sohrabi2019;An efficient preprocessing method for supervised sentiment analysis by converting sentences to numerical vectors: a twitter case study;Sohrabi, M.K. and Hemmatian, F.;Multimedia Tools and Applications;2019;Scopus;;;;article;10.1007/s11042-019-7586-4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065711569&doi=10.1007%2fs11042-019-7586-4&partnerID=40&md5=a330f54df9bf34d7683deb1e8f04e40c;;;;;;;cited By 4;;44069,72081;44069,72081;sobreiro;;Unclassified;
Yang2019106784;Vibration Test of Single Coal Gangue Particle Directly Impacting the Metal Plate and the Study of Coal Gangue Recognition Based on Vibration Signal and Stacking Integration;Yang, Y. and Zeng, Q. and Yin, G. and Wan, L.;IEEE Access;2019;Scopus;106784-106805;7;;article;10.1109/ACCESS.2019.2932118;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071101361&doi=10.1109%2fACCESS.2019.2932118&partnerID=40&md5=077d2108c61efdf6d8267a0d19f0a2d1;;;;;;;cited By 4;;44069,72081;44069,72081;sobreiro;;Unclassified;
Kaya2018;Behavioral attributes and financial churn prediction;Kaya, E. and Dong, X. and Suhara, Y. and Balcisoy, S. and Bozkaya, B. and Pentland, A.S.;EPJ Data Science;2018;Scopus;;7;;article;10.1140/epjds/s13688-018-0165-5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055138402&doi=10.1140%2fepjds%2fs13688-018-0165-5&partnerID=40&md5=5fdc67ed13172cebe8bbb22b069f6b18;;;;;;;cited By 6;;44069,72081;44069,72081;sobreiro;;Unclassified;
